Series ID,Series Label,Year,Period,Period Name,Value,Percent Change (1),Percent Change (12),Date
CUUR0000SETA02,CPI_UsedCarsTrucks,2003,M10,October,135.1,-2.8,-10.4,2003-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2003,M11,November,132.0,-2.3,-11.3,2003-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2003,M12,December,131.0,-0.8,-11.8,2003-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2004,M01,January,130.8,-0.2,-11.8,2004-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2004,M02,February,131.0,0.2,-11.7,2004-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2004,M03,March,131.2,0.2,-11.6,2004-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2004,M04,April,131.3,0.1,-11.5,2004-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2004,M05,May,131.8,0.4,-10.9,2004-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2004,M06,June,130.6,-0.9,-11.4,2004-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2004,M07,July,132.1,1.1,-9.3,2004-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2004,M08,August,133.8,1.3,-6.6,2004-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2004,M09,September,136.5,2.0,-1.8,2004-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2004,M10,October,136.8,0.2,1.3,2004-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2004,M11,November,136.7,-0.1,3.6,2004-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2004,M12,December,137.3,0.4,4.8,2004-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2005,M01,January,137.5,0.1,5.1,2005-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2005,M02,February,137.6,0.1,5.0,2005-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2005,M03,March,137.7,0.1,5.0,2005-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2005,M04,April,138.1,0.3,5.2,2005-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2005,M05,May,138.8,0.5,5.3,2005-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2005,M06,June,139.9,0.8,7.1,2005-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2005,M07,July,141.0,0.8,6.7,2005-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2005,M08,August,142.0,0.7,6.1,2005-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2005,M09,September,141.5,-0.4,3.7,2005-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2005,M10,October,140.6,-0.6,2.8,2005-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2005,M11,November,139.4,-0.9,2.0,2005-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2005,M12,December,139.2,-0.1,1.4,2005-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2006,M01,January,139.3,0.1,1.3,2006-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2006,M02,February,139.5,0.1,1.4,2006-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2006,M03,March,140.0,0.4,1.7,2006-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2006,M04,April,140.4,0.3,1.7,2006-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2006,M05,May,140.9,0.4,1.5,2006-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2006,M06,June,141.5,0.4,1.1,2006-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2006,M07,July,142.1,0.4,0.8,2006-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2006,M08,August,142.4,0.2,0.3,2006-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2006,M09,September,141.0,-1.0,-0.4,2006-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2006,M10,October,139.3,-1.2,-0.9,2006-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2006,M11,November,137.3,-1.4,-1.5,2006-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2006,M12,December,136.2,-0.8,-2.2,2006-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2007,M01,January,135.257,-0.7,-2.9,2007-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2007,M02,February,134.597,-0.5,-3.5,2007-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2007,M03,March,134.382,-0.2,-4.0,2007-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2007,M04,April,134.363,0.0,-4.3,2007-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2007,M05,May,134.481,0.1,-4.6,2007-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2007,M06,June,135.067,0.4,-4.5,2007-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2007,M07,July,136.024,0.7,-4.3,2007-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2007,M08,August,137.138,0.8,-3.7,2007-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2007,M09,September,137.142,0.0,-2.7,2007-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2007,M10,October,136.95,-0.1,-1.7,2007-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2007,M11,November,136.616,-0.2,-0.5,2007-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2007,M12,December,136.943,0.2,0.5,2007-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2008,M01,January,137.203,0.2,1.4,2008-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2008,M02,February,137.248,0.0,2.0,2008-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2008,M03,March,137.225,0.0,2.1,2008-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2008,M04,April,136.787,-0.3,1.8,2008-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2008,M05,May,136.325,-0.3,1.4,2008-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2008,M06,June,135.98,-0.3,0.7,2008-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2008,M07,July,135.84,-0.1,-0.1,2008-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2008,M08,August,135.405,-0.3,-1.3,2008-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2008,M09,September,132.916,-1.8,-3.1,2008-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2008,M10,October,129.733,-2.4,-5.3,2008-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2008,M11,November,126.869,-2.2,-7.1,2008-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2008,M12,December,125.883,-0.8,-8.1,2008-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2009,M01,January,124.863,-0.8,-9.0,2009-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2009,M02,February,122.837,-1.6,-10.5,2009-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2009,M03,March,121.061,-1.4,-11.8,2009-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2009,M04,April,121.213,0.1,-11.4,2009-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2009,M05,May,122.65,1.2,-10.0,2009-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2009,M06,June,124.323,1.4,-8.6,2009-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2009,M07,July,125.061,0.6,-7.9,2009-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2009,M08,August,128.028,2.4,-5.4,2009-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2009,M09,September,129.369,1.0,-2.7,2009-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2009,M10,October,132.689,2.6,2.3,2009-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2009,M11,November,134.173,1.1,5.8,2009-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2009,M12,December,137.406,2.4,9.2,2009-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2010,M01,January,139.174,1.3,11.5,2010-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2010,M02,February,140.218,0.8,14.1,2010-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2010,M03,March,140.797,0.4,16.3,2010-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2010,M04,April,141.315,0.4,16.6,2010-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2010,M05,May,142.537,0.9,16.2,2010-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2010,M06,June,144.399,1.3,16.1,2010-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2010,M07,July,146.379,1.4,17.0,2010-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2010,M08,August,147.909,1.0,15.5,2010-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2010,M09,September,146.065,-1.2,12.9,2010-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2010,M10,October,144.04,-1.4,8.6,2010-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2010,M11,November,142.25,-1.2,6.0,2010-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2010,M12,December,142.454,0.1,3.7,2010-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2011,M01,January,142.555,0.1,2.4,2011-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2011,M02,February,142.937,0.3,1.9,2011-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2011,M03,March,144.072,0.8,2.3,2011-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2011,M04,April,145.968,1.3,3.3,2011-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2011,M05,May,148.361,1.6,4.1,2011-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2011,M06,June,151.776,2.3,5.1,2011-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2011,M07,July,154.184,1.6,5.3,2011-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2011,M08,August,155.823,1.1,5.4,2011-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2011,M09,September,153.586,-1.4,5.1,2011-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2011,M10,October,151.494,-1.4,5.2,2011-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2011,M11,November,149.23,-1.5,4.9,2011-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2011,M12,December,148.14,-0.7,4.0,2011-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2012,M01,January,147.143,-0.7,3.2,2012-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2012,M02,February,147.011,-0.1,2.9,2012-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2012,M03,March,148.677,1.1,3.2,2012-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2012,M04,April,151.087,1.6,3.5,2012-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2012,M05,May,153.565,1.6,3.5,2012-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2012,M06,June,155.306,1.1,2.3,2012-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2012,M07,July,155.815,0.3,1.1,2012-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2012,M08,August,154.851,-0.6,-0.6,2012-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2012,M09,September,151.118,-2.4,-1.6,2012-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2012,M10,October,148.293,-1.9,-2.1,2012-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2012,M11,November,145.862,-1.6,-2.3,2012-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2012,M12,December,145.234,-0.4,-2.0,2012-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2013,M01,January,145.26,0.0,-1.3,2013-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2013,M02,February,146.718,1.0,-0.2,2013-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2013,M03,March,148.753,1.4,0.1,2013-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2013,M04,April,150.16,0.9,-0.6,2013-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2013,M05,May,151.099,0.6,-1.6,2013-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2013,M06,June,151.76,0.4,-2.3,2013-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2013,M07,July,152.554,0.5,-2.1,2013-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2013,M08,August,153.252,0.5,-1.0,2013-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2013,M09,September,151.75,-1.0,0.4,2013-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2013,M10,October,150.413,-0.9,1.4,2013-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2013,M11,November,148.74,-1.1,2.0,2013-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2013,M12,December,148.183,-0.4,2.0,2013-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2014,M01,January,147.386,-0.5,1.5,2014-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2014,M02,February,147.616,0.2,0.6,2014-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2014,M03,March,148.92,0.9,0.1,2014-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2014,M04,April,150.496,1.1,0.2,2014-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2014,M05,May,151.441,0.6,0.2,2014-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2014,M06,June,151.978,0.4,0.1,2014-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2014,M07,July,152.857,0.6,0.2,2014-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2014,M08,August,153.277,0.3,0.0,2014-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2014,M09,September,151.153,-1.4,-0.4,2014-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2014,M10,October,147.893,-2.2,-1.7,2014-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2014,M11,November,144.151,-2.5,-3.1,2014-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2014,M12,December,141.957,-1.5,-4.2,2014-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2015,M01,January,141.461,-0.3,-4.0,2015-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2015,M02,February,143.39,1.4,-2.9,2015-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2015,M03,March,147.023,2.5,-1.3,2015-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2015,M04,April,149.788,1.9,-0.5,2015-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2015,M05,May,150.713,0.6,-0.5,2015-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2015,M06,June,150.97,0.2,-0.7,2015-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2015,M07,July,151.119,0.1,-1.1,2015-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2015,M08,August,150.908,-0.1,-1.5,2015-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2015,M09,September,148.52,-1.6,-1.7,2015-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2015,M10,October,145.821,-1.8,-1.4,2015-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2015,M11,November,143.247,-1.8,-0.6,2015-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2015,M12,December,142.474,-0.5,0.4,2015-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2016,M01,January,142.668,0.1,0.9,2016-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2016,M02,February,144.024,1.0,0.4,2016-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2016,M03,March,146.178,1.5,-0.6,2016-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2016,M04,April,147.489,0.9,-1.5,2016-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2016,M05,May,147.223,-0.2,-2.3,2016-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2016,M06,June,146.303,-0.6,-3.1,2016-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2016,M07,July,145.457,-0.6,-3.7,2016-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2016,M08,August,144.858,-0.4,-4.0,2016-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2016,M09,September,142.482,-1.6,-4.1,2016-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2016,M10,October,139.914,-1.8,-4.1,2016-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2016,M11,November,137.789,-1.5,-3.8,2016-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2016,M12,December,137.475,-0.2,-3.5,2016-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2017,M01,January,137.397,-0.1,-3.7,2017-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2017,M02,February,137.899,0.4,-4.3,2017-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2017,M03,March,139.372,1.1,-4.7,2017-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2017,M04,April,140.654,0.9,-4.6,2017-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2017,M05,May,140.875,0.2,-4.3,2017-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2017,M06,June,140.015,-0.6,-4.3,2017-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2017,M07,July,139.519,-0.4,-4.1,2017-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2017,M08,August,139.35,-0.1,-3.8,2017-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2017,M09,September,137.141,-1.6,-3.7,2017-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2017,M10,October,135.867,-0.9,-2.9,2017-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2017,M11,November,134.901,-0.7,-2.1,2017-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2017,M12,December,136.118,0.9,-1.0,2017-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2018,M01,January,136.555,0.3,-0.6,2018-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2018,M02,February,137.768,0.9,-0.1,2018-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2018,M03,March,139.892,1.5,0.4,2018-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2018,M04,April,139.368,-0.4,-0.9,2018-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2018,M05,May,138.506,-0.6,-1.7,2018-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2018,M06,June,139.09,0.4,-0.7,2018-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2018,M07,July,140.687,1.1,0.8,2018-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2018,M08,August,141.095,0.3,1.3,2018-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2018,M09,September,135.13,-4.2,-1.5,2018-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2018,M10,October,136.45,1.0,0.4,2018-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2018,M11,November,138.01,1.1,2.3,2018-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2018,M12,December,138.069,0.0,1.4,2018-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2019,M01,January,138.8,0.5,1.6,2019-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2019,M02,February,139.301,0.4,1.1,2019-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2019,M03,March,140.513,0.9,0.4,2019-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2019,M04,April,140.458,0.0,0.8,2019-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2019,M05,May,138.888,-1.1,0.3,2019-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2019,M06,June,140.823,1.4,1.2,2019-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2019,M07,July,142.756,1.4,1.5,2019-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2019,M08,August,144.026,0.9,2.1,2019-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2019,M09,September,138.653,-3.7,2.6,2019-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2019,M10,October,138.407,-0.2,1.4,2019-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2019,M11,November,137.407,-0.7,-0.4,2019-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2019,M12,December,137.125,-0.2,-0.7,2019-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2020,M01,January,136.064,-0.8,-2.0,2020-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2020,M02,February,137.452,1.0,-1.3,2020-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2020,M03,March,140.689,2.4,0.1,2020-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2020,M04,April,139.411,-0.9,-0.7,2020-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2020,M05,May,138.383,-0.7,-0.4,2020-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2020,M06,June,136.915,-1.1,-2.8,2020-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2020,M07,July,141.493,3.3,-0.9,2020-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2020,M08,August,149.765,5.8,4.0,2020-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2020,M09,September,152.887,2.1,10.3,2020-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2020,M10,October,154.381,1.0,11.5,2020-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2020,M11,November,152.324,-1.3,10.9,2020-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2020,M12,December,150.891,-0.9,10.0,2020-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2021,M01,January,149.659,-0.8,10.0,2021-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2021,M02,February,150.221,0.4,9.3,2021-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2021,M03,March,153.873,2.4,9.4,2021-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2021,M04,April,168.647,9.6,21.0,2021-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2021,M05,May,179.532,6.5,29.7,2021-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2021,M06,June,198.855,10.8,45.2,2021-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2021,M07,July,200.425,0.8,41.7,2021-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2021,M08,August,197.535,-1.4,31.9,2021-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2021,M09,September,190.207,-3.7,24.4,2021-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2021,M10,October,195.213,2.6,26.4,2021-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2021,M11,November,200.209,2.6,31.4,2021-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2021,M12,December,207.164,3.5,37.3,2021-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2022,M01,January,210.293,1.5,40.5,2022-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2022,M02,February,212.04,0.8,41.2,2022-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2022,M03,March,208.216,-1.8,35.3,2022-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2022,M04,April,206.981,-0.6,22.7,2022-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2022,M05,May,208.373,0.7,16.1,2022-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2022,M06,June,212.98,2.2,7.1,2022-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2022,M07,July,213.683,0.3,6.6,2022-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2022,M08,August,212.895,-0.4,7.8,2022-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2022,M09,September,203.867,-4.2,7.2,2022-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2022,M10,October,199.176,-2.3,2.0,2022-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2022,M11,November,193.53,-2.8,-3.3,2022-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2022,M12,December,188.864,-2.4,-8.8,2022-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2023,M01,January,185.857,-1.6,-11.6,2023-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2023,M02,February,183.241,-1.4,-13.6,2023-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2023,M03,March,184.997,1.0,-11.2,2023-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2023,M04,April,193.394,4.5,-6.6,2023-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2023,M05,May,199.576,3.2,-4.2,2023-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2023,M06,June,202.007,1.2,-5.2,2023-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2023,M07,July,201.624,-0.2,-5.6,2023-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2023,M08,August,198.768,-1.4,-6.6,2023-08-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2023,M09,September,187.587,-5.6,-8.0,2023-09-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2023,M10,October,184.961,-1.4,-7.1,2023-10-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2023,M11,November,186.27,0.7,-3.8,2023-11-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2023,M12,December,186.383,0.1,-1.3,2023-12-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2024,M01,January,179.41,-3.7,-3.5,2024-01-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2024,M02,February,180.006,0.3,-1.8,2024-02-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2024,M03,March,180.891,0.5,-2.2,2024-03-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2024,M04,April,180.132,-0.4,-6.9,2024-04-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2024,M05,May,180.971,0.5,-9.3,2024-05-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2024,M06,June,181.603,0.3,-10.1,2024-06-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2024,M07,July,179.579,-1.1,-10.9,2024-07-01
CUUR0000SETA02,CPI_UsedCarsTrucks,2024,M08,August,178.192,-0.8,-10.4,2024-08-01
WPU0561,CrudePetroleum,1998,M01,January,43.4,-14.6,-40.9,1998-01-01
WPU0561,CrudePetroleum,1998,M02,February,43.2,-0.5,-33.0,1998-02-01
WPU0561,CrudePetroleum,1998,M03,March,35.8,-17.1,-36.4,1998-03-01
WPU0561,CrudePetroleum,1998,M04,April,38.1,6.4,-32.1,1998-04-01
WPU0561,CrudePetroleum,1998,M05,May,38.3,0.5,-36.4,1998-05-01
WPU0561,CrudePetroleum,1998,M06,June,33.6,-12.3,-35.1,1998-06-01
WPU0561,CrudePetroleum,1998,M07,July,35.9,6.8,-34.6,1998-07-01
WPU0561,CrudePetroleum,1998,M08,August,30.4,-15.3,-44.6,1998-08-01
WPU0561,CrudePetroleum,1998,M09,September,36.0,18.4,-32.5,1998-09-01
